Mes,Departamento,Municipio,Día,Hora,Barrio,Zona,Clase de sitio,Arma empleada,Móvil Agresor,Móvil Victima,Edad,Sexo,Estado civil,Escolaridad,CLASE,MARCA,LINEA,MODELO,COLOR,Cantidad
Ene,ANTIOQUIA,NECOCLÍ,Viernes,10:00:00,CGTO. LAS CHANGAS,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR VEHICULO,37,MASCULINO,CASADO,SECUNDARIA,CAMIONETA,TOYOTA,HILUX EW 4X4,2015,PLATEADO,1
Ene,ATLÁNTICO,BARRANQUILLA (CT),Viernes,12:45:00,OLAYA,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,40,MASCULINO,SOLTERO,TECNOLOGO,AUTOMOVIL,HYUNDAI,i 10 GL,2016,AMARILLO,1
Ene,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,0:00:00,QUIROGA IHS ETAPA E-18,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,22,MASCULINO,SOLTERO,NO REPORTA,AUTOMOVIL,MAZDA,LINEA STANDARD,2005,PERLA,1
Ene,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,10:00:00,LA GRANJA E-10,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,18,MASCULINO,SOLTERO,PRIMARIA,CAMIONETA,NO REPORTADO,LINEA STANDARD,2015,NO REPORTA,1
Ene,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,20:30:00,EL PORVENIR E-5,URBANA,FRENTE CONJUNTO - VIA PUBLICA,LLAVE MAESTRA,A PIE,A PIE,41,MASCULINO,CASADO,SECUNDARIA,AUTOMOVIL,CHEVROLET,SPARK,2017,BLANCO,1
Ene,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,17:00:00,LA MARICHUELA E-5,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,30,MASCULINO,UNION LIBRE,SECUNDARIA,AUTOMOVIL,CHEVROLET,OPTRA,2005,PLATA,1
Ene,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,9:00:00,LA ESTACIÓN E-7,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO TAXI,CONDUCTOR TAXI,39,MASCULINO,UNION LIBRE,SECUNDARIA,AUTOMOVIL,HYUNDAI,ATOS PRIME,2012,AMARILLO,1
Ene,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,18:40:00,CIUDAD SALITRE II E-13,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,58,MASCULINO,CASADO,PRIMARIA,CAMIONETA,CHEVROLET,LUV TFS,1991,BEIGE,1
Ene,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,4:45:00,EL PROGRESO E-11,URBANA,PARQUEADERO,LLAVE MAESTRA,A PIE,A PIE,33,MASCULINO,SOLTERO,SECUNDARIA,CAMIONETA,CHEVROLET,NHR,2015,BLANCO,1
Ene,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,4:55:00,SAN ANTONIO E-15,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,CONDUCTOR VEHICULO,CONDUCTOR VEHICULO,39,MASCULINO,SOLTERO,SECUNDARIA,FURGON,CHEVROLET,NPR,2015,BLANCO,1
Ene,GUAJIRA,MAICAO,Viernes,20:00:00,FLOR DEL CAÑAGUATE,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO VEHICULO,CONDUCTOR VEHICULO,64,MASCULINO,UNION LIBRE,ANALFABETA,AUTOMOVIL,MAZDA,626,1997,GRIS,1
Ene,NARIÑO,PUPIALES,Viernes,23:00:00,CENTRO,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,CONDUCTOR BUS,A PIE,46,MASCULINO,SOLTERO,PRIMARIA,AUTOMOVIL,MAZDA,LINEA STANDARD,1994,ESTRATO,1
Ene,RISARALDA,PEREIRA (CT),Viernes,5:00:00,KENNEDY,URBANA,APARTAMENTO,ARMA DE FUEGO,A PIE,A PIE,62,MASCULINO,CASADO,PRIMARIA,CAMIONETA,CHEVROLET,LUV,2005,VERDE,1
Ene,RISARALDA,PEREIRA (CT),Viernes,5:00:00,SAN GREGORIO,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,63,MASCULINO,CASADO,SECUNDARIA,AUTOMOVIL,ACE MOTOR,LINEA STANDARD,2010,GRIS,1
Ene,RISARALDA,PEREIRA (CT),Viernes,2:00:00,SAN GREGORIO,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,62,MASCULINO,SEPARADO,SECUNDARIA,AUTOMOVIL,MAZDA,LINEA STANDARD,1991,BLANCO,1
Ene,TOLIMA,IBAGUÉ (CT),Viernes,0:00:00,HIPODROMO,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,42,MASCULINO,UNION LIBRE,SECUNDARIA,AUTOMOVIL,MAZDA,MATSURI,1994,PERLA,1
Ene,VALLE,CALI (CT),Viernes,18:00:00,PASEO DE LOS ALMENDROS E5,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,58,FEMENINO,VIUDO,SECUNDARIA,AUTOMOVIL,CHEVROLET,SPARK,2016,PLATA,1
Ene,VALLE,CALI (CT),Viernes,22:30:00,SAN FERNANDO VIEJO E19,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,34,MASCULINO,SOLTERO,SECUNDARIA,CAMIONETA,SSANGYONG,KORANDO C,2014,BLANCO,1
Ene,VALLE,CALI (CT),Viernes,10:35:00,LA FLORESTA E8,URBANA,PARQUEADERO,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,52,MASCULINO,CASADO,SECUNDARIA,CAMIONETA,CHEVROLET,LUV TFS,1996,BLANCO,1
Ene,VALLE,PALMIRA,Viernes,15:00:00,VERSALLES,URBANA,BOMBA DE GASOLINA,SIN EMPLEO DE ARMAS,A PIE,A PIE,50,MASCULINO,CASADO,SUPERIOR,AUTOMOVIL,CHEVROLET,CAPTIVA SPORT,2012,GRIS,1
Ene,VALLE,YUMBO,Viernes,23:00:00,CARLOS PIZARRO E25,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,45,MASCULINO,SOLTERO,SECUNDARIA,AUTOMOVIL,CHEVROLET,CORSA L,1996,VERDE,1
Ene,VALLE,YUMBO,Viernes,23:00:00,NUEVA ESTANCIA E25,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,A PIE,A PIE,39,MASCULINO,CASADO,SECUNDARIA,CAMIONETA,MAZDA,B 2600,1996,GRIS,1
Ene,VALLE,FLORIDA,Domingo,9:10:00,LA CABAÑA,URBANA,FRENTE RESTAURANTE,LLAVE MAESTRA,A PIE,A PIE,41,MASCULINO,CASADO,TECNICO,AUTOMOVIL,MAZDA,323,1999,ROJO,1
Ene,ANTIOQUIA,MEDELLÍN (CT),Sábado,0:00:00,ALFONSO LOPEZ C-5,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,19,MASCULINO,UNION LIBRE,SECUNDARIA,CAMIONETA,CHEVROLET,SUPER CARRY CARGO,2007,BLANCO,1
Ene,ANTIOQUIA,MEDELLÍN (CT),Sábado,12:00:00,ROSALES C-16,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,50,MASCULINO,UNION LIBRE,SECUNDARIA,CAMIONETA,KIA,SPORTAGE,2013,BLANCO,1
Ene,ANTIOQUIA,MEDELLÍN (CT),Sábado,9:00:00,BOMBONA 1 C-10,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,63,MASCULINO,UNION LIBRE,SECUNDARIA,CAMPERO,MITSUBISHI,SIN LINEA,1986,GRIS,1
Ene,ATLÁNTICO,BARRANQUILLA (CT),Sábado,4:00:00,BUENA ESPERANZA,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,64,FEMENINO,SOLTERO,PRIMARIA,AUTOMOVIL,CHEVROLET,SPRINT,1998,PLATEADO,1
Ene,ATLÁNTICO,SABANAGRANDE,Sábado,2:30:00,ZONA RURAL,RURAL,CARRETERA,ARMA DE FUEGO,PASAJERO TAXI,CONDUCTOR VEHICULO,48,MASCULINO,CASADO,SECUNDARIA,CAMION,CHEVROLET,NHR,2014,BLANCO,1
Ene,CALDAS,SUPÍA,Sábado,15:30:00,GALERIAS,URBANA,VIAS PUBLICAS,ESCOPOLAMINA,PASAJERO VEHICULO,CONDUCTOR VEHICULO,40,MASCULINO,UNION LIBRE,SECUNDARIA,CAMIONETA,CHEVROLET,LUV,1981,ROJO,1
Ene,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,0:00:00,PERDOMO E-19,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,22,MASCULINO,SOLTERO,NO REPORTA,AUTOMOVIL,RENAULT,R 9,1993,BLANCO,1
Ene,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,19:00:00,LAS AMERICAS E-8,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,25,MASCULINO,SOLTERO,TECNOLOGO,AUTOMOVIL,CHEVROLET,SPARK,2017,GRIS,1
Ene,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,19:30:00,MODELIA E-9,URBANA,SOBRE ANDEN - VIA PUBLICA,LLAVE MAESTRA,CONDUCTOR VEHICULO,A PIE,50,MASCULINO,CASADO,SECUNDARIA,MEZCLADORA (VEHICULO),MITSUBISHI,MONTERO,1998,GRIS,1
Ene,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,16:00:00,LA VICTORIA E-4,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,32,MASCULINO,SOLTERO,SUPERIOR,AUTOMOVIL,NISSAN,MARCH,2015,NEGRO,1
Ene,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,16:00:00,VILLA MAYOR E-15,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,23,MASCULINO,SOLTERO,SUPERIOR,AUTOMOVIL,CHEVROLET,SPARK,2015,PLATA,1
Ene,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,18:00:00,BILBAO E-11,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,37,MASCULINO,UNION LIBRE,SECUNDARIA,CAMION,CHEVROLET,NPR,2007,BLANCO,1
Ene,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,3:00:00,QUIROGA IHS ETAPA E-18,URBANA,PARQUEADERO,CONTUNDENTES,A PIE,A PIE,53,MASCULINO,CASADO,SECUNDARIA,AUTOMOVIL,MAZDA,6L3NA4,2005,ESTRATO,1
Ene,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,2:00:00,VILLA MAYOR E-15,URBANA,VIAS PUBLICAS,ESCOPOLAMINA,A PIE,A PIE,28,MASCULINO,UNION LIBRE,SECUNDARIA,AUTOMOVIL,CHEVROLET,OPTRA,2005,BLANCO,1
Ene,CUNDINAMARCA,SOACHA,Sábado,4:20:00,CIUDAD VERDE,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,38,MASCULINO,UNION LIBRE,SECUNDARIA,CAMION,CHEVROLET,ALTO,2007,BLANCO,1
Ene,VALLE,CALI (CT),Sábado,20:00:00,VERSALLES E2,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ESCOPOLAMINA,A PIE,A PIE,45,MASCULINO,DIVORCIADO,SECUNDARIA,AUTOMOVIL,CHEVROLET,COBALT,2013,BLANCO,1
Ene,VALLE,CALI (CT),Sábado,7:00:00,PUERTAS DEL SOL E14,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,40,MASCULINO,CASADO,PRIMARIA,CAMIONETA,CHEVROLET,LUV TFR,1996,AZUL,1
Ene,VALLE,CALI (CT),Sábado,22:30:00,CIUDAD DE LOS ALAMOS E2,URBANA,PARQUEADERO,LLAVE MAESTRA,A PIE,A PIE,58,FEMENINO,UNION LIBRE,SUPERIOR,AUTOMOVIL,CHEVROLET,SPARK,2016,BLANCO,1
Ene,VALLE,CALI (CT),Sábado,10:20:00,SUCRE E9,URBANA,LAVA-AUTOS,CONTUNDENTES,A PIE,A PIE,40,MASCULINO,SOLTERO,SECUNDARIA,CAMIONETA,TOYOTA,HILUX,2010,GRIS,1
Ene,VALLE,TULUÁ,Sábado,13:20:00,El Principe,URBANA,LAVA-AUTOS,SIN EMPLEO DE ARMAS,A PIE,A PIE,37,MASCULINO,CASADO,SUPERIOR,CAMIONETA,TOYOTA,HILUX EW 4X4,2015,BLANCO,1
Ene,ANTIOQUIA,MEDELLÍN (CT),Domingo,3:00:00,EL SALVADOR  C-9,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,A PIE,A PIE,60,MASCULINO,UNION LIBRE,SECUNDARIA,AUTOMOVIL,MAZDA,323 NB,1989,BLANCO,1
Ene,ANTIOQUIA,MEDELLÍN (CT),Domingo,5:00:00,SAN MIGUEL C-8,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,A PIE,A PIE,46,FEMENINO,UNION LIBRE,SECUNDARIA,AUTOMOVIL,RENAULT,R 9 GTL,1987,BLANCO,1
Sep,VALLE,CALI (CT),Jueves,14:44:00,URB. TEQUENDAMA E19,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,68,MASCULINO,CASADO,SUPERIOR,CAMIONETA,TOYOTA,PRADO,2010,PLATA,1
Ene,ANTIOQUIA,MEDELLÍN (CT),Domingo,23:20:00,BARRIO CAYCEDO C-9,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO TAXI,CONDUCTOR TAXI,39,MASCULINO,UNION LIBRE,PRIMARIA,TAXI,HYUNDAI,ATOS,2008,AMARILLO,1
Ene,ATLÁNTICO,BARRANQUILLA (CT),Domingo,9:30:00,OLAYA,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,39,MASCULINO,CASADO,SUPERIOR,AUTOMOVIL,CHEVROLET,SPRINT,2002,GRIS,1
Ene,BOLÍVAR,TURBACO,Domingo,14:56:00,EL PROGRESO,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,72,MASCULINO,SOLTERO,PRIMARIA,VEHICULO-PANEL,MAZDA,LINEA STANDARD,NO REPORTA,NO REPORTA,1
Ene,CALDAS,MANIZALES (CT),Domingo,17:45:00,PLAZA DE TOROS,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,33,MASCULINO,SOLTERO,SUPERIOR,CAMIONETA,KIA,NEW SPORTAGE EX,2017,BLANCO,1
Ene,CALDAS,VITERBO,Domingo,8:25:00,CENTRO,URBANA,VIAS PUBLICAS,ESCOPOLAMINA,PASAJERO VEHICULO,CONDUCTOR VEHICULO,39,MASCULINO,SOLTERO,SECUNDARIA,AUTOMOVIL,CHEVROLET,CORSA TAXI POWER,2004,BLANCO,1
Ene,CAUCA,POPAYÁN (CT),Domingo,4:00:00,LA PAZ,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,45,FEMENINO,CASADO,TECNICO,CAMIONETA,KIA,SPORTAGE GRAND,1999,PLATEADO,1
Ene,CAUCA,SANTANDER DE QUILICHAO,Domingo,10:00:00,CORONA,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,31,MASCULINO,UNION LIBRE,SECUNDARIA,CAMPERO,TOYOTA,LAND CRUISER,1992,VERDE,1
Ene,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,0:00:00,VILLA SONIA E-7,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,22,FEMENINO,SOLTERO,NO REPORTA,AUTOMOVIL,RENAULT,R 21 RS,1989,NEGRO,1
Ene,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,19:00:00,CIUDAD KENNEDY CENTRAL E-8,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,47,MASCULINO,CASADO,TECNICO,AUTOMOVIL,HYUNDAI,i 10 GL,2012,ROJO,1
Ene,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,20:15:00,JOSÉ JOAQUÍN VARGAS E-12,URBANA,GARAJE,ARMA DE FUEGO,A PIE,A PIE,37,MASCULINO,CASADO,SUPERIOR,CAMIONETA,DODGE,JOURNEY SE,2012,GRIS,1
Ene,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,17:45:00,VILLA ALSACIA E-8,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,34,MASCULINO,SOLTERO,SECUNDARIA,CAMIONETA,FORD,RANGER F26DC9,2007,PLATA,1
Ene,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,0:20:00,EL JAZMÍN I SECTOR E-16,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,CONDUCTOR VEHICULO,CONDUCTOR VEHICULO,42,MASCULINO,CASADO,SUPERIOR,AUTOMOVIL,MAZDA,3,2016,NEGRO,1
Ene,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,16:10:00,BOITA E-8,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,29,MASCULINO,UNION LIBRE,SECUNDARIA,AUTOMOVIL,KIA,PICANTO LX,2017,GRIS,1
Ene,CUNDINAMARCA,MOSQUERA,Domingo,11:30:00,VER.BALSITAS,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR VEHICULO,55,MASCULINO,SOLTERO,PRIMARIA,CAMION,CHEVROLET,FSR,2006,BLANCO,1
Ene,META,VILLAVICENCIO (CT),Domingo,23:00:00,BARZAL BAJO,URBANA,VIAS PUBLICAS,CONTUNDENTES,CONDUCTOR VEHICULO,A PIE,56,MASCULINO,UNION LIBRE,SECUNDARIA,AUTOMOVIL,DATSUN,BLUEBIRD,1980,PERLA,1
Ene,VALLE,CALI (CT),Domingo,12:00:00,VILLA DEL PRADO - EL GUABITO E5,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,A PIE,A PIE,33,MASCULINO,CASADO,SECUNDARIA,AUTOMOVIL,RENAULT,R 9,1986,BEIGE,1
Ene,VALLE,CALI (CT),Domingo,12:00:00,VILLA DEL PRADO - EL GUABITO E5,URBANA,PARQUEADERO,LLAVE MAESTRA,A PIE,A PIE,39,FEMENINO,CASADO,SUPERIOR,AUTOMOVIL,HYUNDAI,GRAND I10,2012,BLANCO,1
Ene,VALLE,CALI (CT),Domingo,18:40:00,TORRES DE CONFANDI E5,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,27,MASCULINO,CASADO,SUPERIOR,AUTOMOVIL,KIA,PICANTO LX,2011,NEGRO,1
Ene,VALLE,CALI (CT),Domingo,10:25:00,CHIMINANGOS I E5,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,43,FEMENINO,SOLTERO,SUPERIOR,AUTOMOVIL,CHEVROLET,SWIFT,1993,BLANCO,1
Ene,VALLE,JAMUNDÍ,Domingo,6:45:00,TERRANOVA E24,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,61,MASCULINO,CASADO,SECUNDARIA,AUTOMOVIL,CHEVROLET,OPTRA,2016,NEGRO,1
Ene,VALLE,SEVILLA,Domingo,6:30:00,CGTO CUMBARCO,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,CONDUCTOR VEHICULO,A PIE,63,MASCULINO,UNION LIBRE,SECUNDARIA,CAMION,DODGE,LINEA STANDARD,1980,ROJO,1
Ene,ATLÁNTICO,BARRANQUILLA (CT),Lunes,19:30:00,LA CONCEPCION,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,CONTUNDENTES,A PIE,CONDUCTOR VEHICULO,66,FEMENINO,CASADO,SUPERIOR,AUTOMOVIL,FORD,FIESTA,2015,GRIS,1
Ene,CASANARE,YOPAL (CT),Lunes,17:00:00,EL GAVAN,URBANA,CASAS DE HABITACION,LLAVE MAESTRA,A PIE,A PIE,42,MASCULINO,SOLTERO,SECUNDARIA,AUTOMOVIL,MAZDA,626-L,1995,VERDE,1
Ene,CESAR,VALLEDUPAR (CT),Lunes,3:00:00,SAN JOAQUIN,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,26,FEMENINO,SOLTERO,SECUNDARIA,AUTOMOVIL,MAZDA,626,2003,PERLA,1
Ene,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,21:00:00,VILLA ALSACIA E-8,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,42,MASCULINO,SEPARADO,SUPERIOR,AUTOMOVIL,CHEVROLET,SPARK,2015,GRIS,1
Ene,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,16:00:00,MOLINOS DEL SUR E-18,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,35,MASCULINO,CASADO,SECUNDARIA,CAMIONETA,CHEVROLET,N300,2014,BLANCO,1
Ene,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,16:00:00,PRIMAVERA NUEVA E-16,URBANA,FRENTE CONJUNTO - VIA PUBLICA,LLAVE MAESTRA,A PIE,A PIE,37,MASCULINO,CASADO,TECNICO,CAMIONETA,TOYOTA,HILUX EW 4X4,2003,VERDE,1
Ene,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,15:30:00,CARVAJAL E-8,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,59,MASCULINO,SOLTERO,SECUNDARIA,AUTOMOVIL,HYUNDAI,ATOS SANTRO GL,2006,ROJO,1
Ene,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,13:20:00,POLICARPA SALAVARRIETA E-15,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,67,MASCULINO,UNION LIBRE,SECUNDARIA,AUTOMOVIL,CHEVROLET,SPRINT,1991,ROJO,1
Ene,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,8:50:00,GUSTAVO RESTREPO E-18,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,23,MASCULINO,CASADO,SECUNDARIA,AUTOMOVIL,KIA,PICANTO LX,2011,NEGRO,1
Ene,GUAJIRA,RIOHACHA (CT),Lunes,22:00:00,CORREGIMIENTO DE VILLA MARTIN,RURAL,TRAMO DE VIA,ARMA DE FUEGO,CONDUCTOR VEHICULO,CONDUCTOR VEHICULO,45,MASCULINO,CASADO,SECUNDARIA,CAMPERO,CHEVROLET,GRAND VITARA,2005,ROJO,1
Ene,META,PUERTO LÓPEZ,Lunes,18:00:00,VEREDA PUERTO ALICIA,RURAL,FINCAS Y SIMILARES,LLAVE MAESTRA,A PIE,A PIE,33,FEMENINO,SOLTERO,SECUNDARIA,AUTOMOVIL,RENAULT,SANDERO EXPRESSION,2016,GRIS,1
Ene,NARIÑO,IPIALES,Lunes,21:00:00,AVENIDA LAS LAJAS,RURAL,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,42,MASCULINO,SOLTERO,SECUNDARIA,CAMIONETA,MAZDA,B 2600,1994,ROJO,1
Ene,RISARALDA,PEREIRA (CT),Lunes,21:30:00,ROCIO BAJO,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,71,MASCULINO,SOLTERO,SECUNDARIA,CAMPERO,MITSUBISHI,LANCER GLX,1997,PLATA,1
Ene,VALLE,CALI (CT),Lunes,19:30:00,CGTO. LA SIRENA E19,RURAL,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,48,MASCULINO,SOLTERO,SECUNDARIA,AUTOMOVIL,MAZDA,626 L,1985,ROJO,1
Ene,VALLE,CALI (CT),Lunes,8:00:00,VILLA DEL SOL E5,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,35,MASCULINO,SOLTERO,SECUNDARIA,AUTOMOVIL,CHEVROLET,SPRINT,1992,VERDE,1
Ene,VALLE,CALI (CT),Lunes,18:00:00,CIUDAD CORDOBA E15,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,28,MASCULINO,UNION LIBRE,SECUNDARIA,AUTOMOVIL,CHEVROLET,SPARK,2015,GRIS,1
Ene,VALLE,CALI (CT),Lunes,13:00:00,BRISAS DE LOS ALAMOS E2,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,30,MASCULINO,SOLTERO,SECUNDARIA,AUTOMOVIL,MAZDA,323,1993,ESTRATO,1
Ene,VALLE,PALMIRA,Lunes,2:00:00,SESQUI CENTENARIO,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,CONDUCTOR VEHICULO,CONDUCTOR VEHICULO,47,MASCULINO,CASADO,PRIMARIA,AUTOMOVIL,JAC,HFC 7130 A1F,2012,AMARILLO,1
Ene,ANTIOQUIA,MEDELLÍN (CT),Martes,18:30:00,VILLANUEVA C-10,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR VEHICULO,45,FEMENINO,UNION LIBRE,SECUNDARIA,AUTOMOVIL,HYUNDAI,ACCENT,2013,BEIGE,1
Ene,ANTIOQUIA,MEDELLÍN (CT),Martes,16:25:00,FRANCISCO ANTONIO ZEA C-5,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,29,MASCULINO,SOLTERO,SECUNDARIA,AUTOMOVIL,HYUNDAI,GRAND I10,2009,AZUL,1
Ene,BOLÍVAR,CARTAGENA (CT),Martes,12:00:00,EL RODEO,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,30,MASCULINO,SOLTERO,SUPERIOR,VEHICULO-PANEL,RENAULT,LINEA STANDARD,2016,GRIS,1
Ene,CESAR,VALLEDUPAR (CT),Martes,10:00:00,SIMON BOLIVAR,URBANA,TALLERES MECANICA,SIN EMPLEO DE ARMAS,A PIE,A PIE,55,MASCULINO,CASADO,SUPERIOR,CAMPERO,FORD,SIN LINEA,1979,AZUL,1
Ene,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,19:00:00,EL PINAR E-11,URBANA,FRENTE CONJUNTO - VIA PUBLICA,LLAVE MAESTRA,A PIE,A PIE,18,FEMENINO,SOLTERO,SUPERIOR,AUTOMOVIL,KIA,STYLUS,2009,PLATA,1
Ene,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,20:00:00,CAMELIA SUR E-16,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,28,MASCULINO,SOLTERO,TECNICO,AUTOMOVIL,CHEVROLET,SPARK,2017,NEGRO,1
Ene,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,22:00:00,TINTAL    E-8,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,43,MASCULINO,CASADO,SECUNDARIA,CAMIONETA,MAZDA,BT 50,2011,PLATA,1
